,ALFAA,ALFAA,ALFAA,AMXL,AMXL,AMXL,BIMBOA,BIMBOA,BIMBOA,CEMEXCPO,CEMEXCPO,CEMEXCPO,FEMSAUBD,FEMSAUBD,FEMSAUBD,WALMEX,WALMEX,WALMEX
903,-0.07,15.01,1.74,-0.02,14.96,1.23,-0.08,32.66,3.46,-0.02,6.99,0.59,-0.02,178.03,11.69,0.06,58.27,5.63
904,-0.07,15.00,1.74,-0.05,14.64,1.27,0.03,36.34,3.31,0.00,7.19,0.61,0.00,181.19,11.90,0.04,57.48,5.25
905,-0.03,15.63,1.61,0.00,15.31,1.25,-0.01,34.93,3.03,0.04,7.45,0.68,-0.02,178.76,11.70,-0.01,54.51,4.48
906,0.02,16.46,1.69,0.06,16.34,1.63,0.01,35.85,3.16,-0.02,7.03,0.59,0.03,187.51,13.85,0.01,55.79,4.66
907,-0.02,15.87,1.61,0.05,16.13,1.52,0.02,35.92,3.18,0.07,7.69,0.81,-0.02,177.60,11.68,-0.03,53.31,4.51
908,-0.09,14.82,1.80,-0.08,14.12,1.45,0.01,35.71,3.14,0.00,7.18,0.60,-0.04,174.35,12.14,0.03,57.08,5.07
909,0.00,16.19,1.63,-0.02,15.02,1.23,-0.01,34.97,3.03,0.00,7.13,0.59,0.03,187.40,13.80,0.04,57.44,5.23
910,-0.06,15.16,1.69,-0.01,15.11,1.23,0.06,37.64,3.89,-0.04,6.91,0.60,-0.02,177.83,11.69,-0.06,51.99,4.78
911,0.05,17.03,1.89,0.08,16.63,1.82,-0.02,34.54,3.03,-0.01,7.09,0.59,0.01,183.39,12.34,0.03,57.07,5.07
912,0.02,16.53,1.71,0.00,15.33,1.25,0.01,35.71,3.14,0.05,7.52,0.72,-0.02,178.05,11.69,-0.01,54.45,4.47
913,0.00,16.16,1.63,0.00,15.28,1.24,0.08,38.37,4.33,0.02,7.33,0.64,-0.01,178.86,11.71,-0.03,53.49,4.49
914,-0.02,15.86,1.61,-0.01,15.11,1.23,0.08,38.47,4.40,-0.02,7.00,0.59,0.00,181.81,12.01,0.05,57.74,5.38
915,0.03,16.66,1.75,0.00,15.34,1.25,0.02,36.15,3.25,0.04,7.45,0.68,-0.03,176.92,11.76,0.05,57.78,5.40
916,0.17,19.23,3.43,0.07,16.37,1.65,0.06,37.54,3.84,0.01,7.24,0.61,-0.02,177.62,11.69,0.01,55.51,4.61
917,-0.09,14.75,1.84,-0.04,14.71,1.26,-0.02,34.55,3.03,0.01,7.27,0.62,-0.01,179.45,11.73,0.07,59.18,6.17
918,0.04,16.88,1.82,-0.01,15.18,1.23,-0.03,34.46,3.03,0.02,7.28,0.63,0.00,182.20,12.09,0.03,57.03,5.06
919,0.02,16.55,1.71,0.00,15.25,1.24,0.02,36.21,3.27,-0.04,6.89,0.60,-0.03,176.05,11.86,0.08,59.79,6.56
920,-0.04,15.45,1.64,-0.02,14.97,1.23,-0.02,34.51,3.03,-0.03,6.96,0.59,0.00,182.24,12.10,0.03,56.89,5.01
921,0.00,16.11,1.62,0.00,15.35,1.25,0.01,35.54,3.11,0.01,7.26,0.62,0.01,182.69,12.19,-0.06,51.92,4.80
922,0.11,18.11,2.53,0.05,16.14,1.52,0.05,37.05,3.60,0.05,7.53,0.72,0.05,190.73,15.54,-0.01,54.80,4.49
923,-0.07,15.13,1.70,0.01,15.53,1.29,-0.02,34.74,3.03,-0.03,6.96,0.59,0.01,183.13,12.28,0.04,57.15,5.10
924,-0.02,15.86,1.61,-0.05,14.61,1.28,-0.03,34.26,3.04,-0.01,7.12,0.59,0.01,184.18,12.58,0.00,54.93,4.51
925,-0.08,14.86,1.79,-0.07,14.36,1.35,-0.01,34.90,3.03,-0.04,6.88,0.60,-0.02,178.27,11.69,-0.05,52.58,4.62
926,-0.05,15.35,1.65,-0.04,14.70,1.26,-0.05,33.51,3.17,-0.01,7.06,0.59,0.01,182.93,12.24,0.01,55.57,4.62
927,-0.12,14.29,2.06,-0.03,14.82,1.24,-0.01,35.05,3.04,-0.02,7.01,0.59,0.00,180.87,11.84,-0.03,53.43,4.49
928,0.15,18.76,3.03,0.00,15.39,1.26,0.05,37.23,3.68,-0.03,6.92,0.60,0.06,192.09,16.38,0.05,57.87,5.44
929,-0.13,14.18,2.13,-0.04,14.67,1.27,-0.03,34.26,3.04,0.00,7.13,0.59,0.01,184.06,12.54,-0.08,50.76,5.25
930,-0.02,15.87,1.61,0.01,15.45,1.27,-0.03,34.25,3.04,0.00,7.15,0.60,0.01,183.20,12.30,0.04,57.34,5.19
931,-0.01,15.98,1.61,0.00,15.37,1.26,-0.01,34.98,3.04,0.05,7.50,0.71,-0.01,180.57,11.79,-0.04,52.72,4.59
932,0.12,18.30,2.67,-0.01,15.19,1.23,0.05,37.32,3.73,-0.01,7.10,0.59,0.05,189.95,15.08,-0.04,52.93,4.56
933,0.00,16.20,1.64,-0.01,15.23,1.23,0.03,36.57,3.39,0.05,7.50,0.71,0.03,187.13,13.68,0.02,56.49,4.87
934,-0.07,15.11,1.71,-0.02,15.09,1.23,-0.04,33.99,3.08,-0.05,6.81,0.61,-0.02,177.32,11.71,-0.12,49.05,6.22
935,-0.07,15.05,1.73,-0.01,15.23,1.23,-0.01,34.97,3.03,0.00,7.15,0.60,-0.01,180.53,11.79,-0.09,50.24,5.51
936,-0.07,15.01,1.74,0.00,15.38,1.26,-0.01,35.17,3.05,0.00,7.18,0.60,0.01,182.68,12.19,-0.14,47.88,7.06
937,0.11,18.11,2.53,0.04,16.03,1.47,-0.01,34.96,3.03,0.01,7.26,0.62,0.04,188.21,14.20,-0.01,54.71,4.48
938,-0.02,15.88,1.61,0.00,15.35,1.25,0.03,36.27,3.29,0.01,7.21,0.61,-0.02,177.67,11.69,0.04,57.19,5.12
939,0.04,16.88,1.82,0.04,15.95,1.43,0.05,37.20,3.67,0.02,7.31,0.63,0.06,192.99,16.95,-0.05,52.28,4.70
940,-0.03,15.76,1.61,0.04,15.93,1.43,0.02,36.05,3.22,0.02,7.32,0.64,0.03,186.80,13.53,-0.03,53.28,4.51
941,-0.07,15.14,1.70,-0.05,14.57,1.29,0.03,36.35,3.32,-0.01,7.11,0.59,-0.01,179.07,11.72,0.02,56.05,4.73
942,-0.11,14.52,1.94,-0.02,14.98,1.23,0.00,35.31,3.07,-0.02,7.01,0.59,-0.01,178.87,11.71,-0.03,53.70,4.47
943,0.09,17.76,2.28,-0.01,15.20,1.23,0.02,36.05,3.22,0.07,7.69,0.81,-0.03,176.25,11.83,0.06,58.74,5.90
944,-0.04,15.58,1.62,-0.04,14.72,1.25,0.04,36.72,3.45,0.00,7.17,0.60,-0.04,174.72,12.05,0.08,59.45,6.33
945,-0.05,15.38,1.64,-0.04,14.74,1.25,0.02,36.07,3.23,-0.01,7.11,0.59,-0.04,174.51,12.10,0.07,59.14,6.14
946,0.02,16.46,1.69,-0.01,15.17,1.23,0.01,35.55,3.11,0.02,7.30,0.63,-0.03,176.41,11.82,-0.02,53.90,4.46
947,-0.02,15.79,1.61,-0.02,15.05,1.23,-0.05,33.58,3.15,0.04,7.42,0.67,-0.02,177.66,11.69,-0.03,53.45,4.49
948,0.09,17.71,2.26,0.03,15.86,1.39,-0.03,34.26,3.04,-0.03,6.97,0.59,0.01,184.04,12.53,-0.09,50.54,5.35
949,0.07,17.42,2.08,-0.02,15.08,1.23,0.03,36.41,3.34,-0.04,6.90,0.60,0.01,182.92,12.24,0.01,55.54,4.62
950,-0.06,15.28,1.66,-0.09,14.03,1.49,-0.02,34.56,3.03,-0.02,7.03,0.59,-0.02,177.87,11.69,-0.09,50.15,5.56
951,0.03,16.59,1.73,0.06,16.27,1.60,0.06,37.65,3.90,-0.08,6.63,0.67,0.04,189.02,14.59,0.04,57.19,5.12
952,0.15,18.75,3.02,0.07,16.45,1.70,0.06,37.40,3.77,0.04,7.48,0.70,0.04,189.57,14.87,-0.02,54.25,4.47
953,-0.02,15.85,1.61,0.03,15.85,1.39,-0.02,34.52,3.03,0.02,7.32,0.64,0.03,187.76,13.98,-0.01,54.31,4.47
954,-0.03,15.64,1.61,-0.03,14.86,1.24,0.09,38.75,4.59,0.00,7.17,0.60,0.00,181.18,11.90,-0.04,52.86,4.57
955,-0.01,15.93,1.61,-0.03,14.88,1.23,-0.08,32.70,3.44,-0.01,7.06,0.59,-0.03,176.24,11.84,-0.07,51.54,4.92
956,0.05,17.03,1.89,0.07,16.42,1.68,-0.05,33.76,3.11,0.00,7.15,0.60,0.00,181.24,11.90,0.08,59.86,6.61
957,0.00,16.18,1.63,-0.02,15.09,1.23,-0.06,33.41,3.20,-0.10,6.48,0.75,0.06,193.24,17.12,-0.03,53.46,4.49
958,0.03,16.70,1.76,0.03,15.77,1.36,0.09,38.85,4.66,0.07,7.68,0.80,0.01,183.63,12.40,0.04,57.65,5.33
959,-0.03,15.73,1.61,-0.03,14.92,1.23,-0.02,34.72,3.03,-0.02,7.03,0.59,0.03,187.78,13.98,0.02,56.22,4.78
960,-0.05,15.33,1.65,-0.05,14.58,1.28,-0.07,32.95,3.34,-0.05,6.83,0.61,0.01,182.84,12.22,-0.02,54.16,4.47
961,-0.09,14.75,1.84,0.04,15.96,1.44,-0.01,35.15,3.04,0.00,7.13,0.60,-0.01,179.89,11.75,-0.03,53.35,4.50
962,0.03,16.67,1.75,0.04,16.01,1.46,0.01,35.72,3.14,0.00,7.15,0.60,0.01,182.75,12.20,-0.01,54.43,4.47
963,-0.16,13.79,2.39,-0.07,14.31,1.37,0.00,35.29,3.06,0.04,7.44,0.68,-0.06,170.96,13.21,-0.03,53.23,4.52
964,-0.08,14.86,1.79,-0.05,14.65,1.27,0.05,37.19,3.66,-0.05,6.79,0.62,-0.01,179.63,11.74,-0.02,54.14,4.47
965,0.06,17.10,1.92,0.02,15.59,1.30,-0.05,33.67,3.13,-0.03,6.93,0.59,0.02,185.50,13.04,0.00,55.06,4.53
966,0.00,16.22,1.64,-0.01,15.23,1.23,0.00,35.37,3.08,0.04,7.45,0.69,-0.08,166.86,15.24,0.01,55.47,4.60
967,-0.09,14.80,1.81,-0.04,14.76,1.25,-0.12,31.47,4.08,0.00,7.18,0.60,-0.04,174.80,12.03,-0.01,54.68,4.48
968,0.05,16.98,1.87,-0.05,14.54,1.29,0.04,36.94,3.54,0.03,7.41,0.67,-0.06,170.96,13.22,0.06,58.34,5.67
969,-0.10,14.60,1.90,-0.01,15.19,1.23,-0.01,35.12,3.04,-0.04,6.87,0.60,-0.03,176.24,11.84,-0.04,53.16,4.53
970,0.07,17.33,2.04,0.05,16.06,1.49,-0.01,35.12,3.04,-0.01,7.11,0.59,0.03,187.58,13.89,-0.05,52.19,4.73
971,-0.08,14.94,1.76,-0.03,14.84,1.24,-0.05,33.58,3.15,0.01,7.22,0.61,-0.02,177.93,11.69,0.00,55.16,4.55
972,0.00,16.18,1.63,0.02,15.59,1.31,-0.05,33.74,3.12,0.01,7.24,0.61,0.00,181.29,11.91,0.11,61.38,7.73
973,0.11,18.09,2.51,0.03,15.78,1.37,0.05,37.25,3.69,0.06,7.60,0.76,-0.01,180.52,11.79,0.03,56.86,5.00
974,0.02,16.44,1.68,0.03,15.75,1.36,0.01,35.56,3.11,-0.03,6.96,0.59,0.00,181.03,11.87,0.03,56.76,4.96
975,-0.04,15.47,1.63,-0.02,15.08,1.23,0.00,35.32,3.07,-0.02,7.03,0.59,0.02,184.94,12.84,0.01,55.44,4.60
976,-0.10,14.63,1.89,-0.04,14.67,1.26,-0.02,34.63,3.03,-0.01,7.12,0.59,-0.05,172.16,12.75,-0.04,53.02,4.55
977,0.12,18.23,2.61,0.04,15.99,1.45,0.03,36.27,3.29,-0.03,6.96,0.59,-0.01,179.85,11.75,0.04,57.33,5.18
978,0.01,16.31,1.66,-0.01,15.13,1.23,0.06,37.44,3.78,0.08,7.72,0.83,-0.02,177.37,11.71,-0.08,50.78,5.24
979,0.08,17.44,2.10,0.04,16.01,1.46,0.08,38.23,4.24,-0.04,6.91,0.60,0.01,182.67,12.19,0.07,59.17,6.16
980,-0.16,13.78,2.40,-0.06,14.38,1.34,0.01,35.71,3.14,-0.05,6.81,0.61,-0.02,178.60,11.69,-0.01,54.48,4.48
981,0.08,17.56,2.17,0.00,15.36,1.25,-0.02,34.79,3.03,-0.03,6.94,0.59,0.02,184.43,12.66,0.11,61.76,8.03
982,0.11,18.08,2.51,0.01,15.49,1.28,-0.03,34.30,3.04,0.07,7.67,0.80,0.02,184.25,12.60,-0.04,53.12,4.53
983,-0.02,15.80,1.61,0.02,15.68,1.33,-0.05,33.51,3.17,0.01,7.27,0.62,0.07,193.95,17.61,-0.01,54.83,4.50
984,0.08,17.44,2.10,-0.05,14.65,1.27,-0.04,33.81,3.10,-0.04,6.90,0.60,0.01,183.30,12.32,-0.01,54.77,4.49
985,-0.08,14.98,1.75,0.03,15.84,1.39,-0.08,32.77,3.41,-0.01,7.12,0.59,0.03,186.82,13.53,0.05,58.04,5.52
986,0.03,16.72,1.77,0.05,16.09,1.50,0.04,36.97,3.56,0.09,7.87,0.93,-0.01,180.24,11.77,0.02,56.06,4.73
987,0.04,16.89,1.83,-0.01,15.10,1.23,0.01,35.58,3.11,-0.04,6.91,0.60,-0.02,178.23,11.69,0.05,58.18,5.59
988,-0.05,15.32,1.66,-0.01,15.17,1.23,-0.06,33.38,3.20,-0.05,6.82,0.61,0.00,182.33,12.12,-0.01,54.65,4.48
989,-0.06,15.23,1.67,0.05,16.13,1.52,-0.06,33.31,3.23,0.07,7.72,0.83,-0.01,179.65,11.74,-0.01,54.37,4.47
990,-0.08,14.99,1.74,-0.01,15.16,1.23,-0.06,33.36,3.21,-0.09,6.57,0.70,0.01,182.40,12.13,0.00,55.31,4.57
991,0.08,17.53,2.15,0.04,15.94,1.43,0.04,36.94,3.54,0.05,7.51,0.71,-0.01,180.43,11.78,0.01,55.93,4.70
992,0.00,16.13,1.63,-0.06,14.45,1.32,0.06,37.39,3.76,0.02,7.33,0.64,0.01,183.53,12.37,0.01,55.56,4.62
993,0.09,17.67,2.23,-0.02,15.05,1.23,-0.02,34.70,3.03,-0.03,6.95,0.59,0.01,184.12,12.56,0.01,55.79,4.66
994,-0.11,14.53,1.93,-0.04,14.77,1.25,0.02,36.02,3.21,-0.01,7.07,0.59,-0.04,173.56,12.35,0.05,57.75,5.38
995,0.10,17.86,2.36,0.01,15.52,1.29,0.07,37.84,4.01,0.00,7.15,0.60,0.03,186.73,13.49,0.01,55.94,4.70
996,-0.01,16.04,1.61,0.06,16.30,1.61,0.04,36.91,3.53,-0.06,6.76,0.63,0.00,180.89,11.85,0.04,57.11,5.09
997,-0.03,15.67,1.61,-0.03,14.95,1.23,-0.05,33.76,3.11,0.00,7.15,0.60,-0.02,177.61,11.69,-0.02,54.15,4.47
998,-0.02,15.86,1.61,-0.03,14.89,1.23,0.01,35.63,3.12,0.02,7.28,0.62,-0.01,179.69,11.75,-0.08,50.70,5.27
999,-0.10,14.67,1.87,0.00,15.28,1.24,-0.04,34.05,3.07,-0.05,6.79,0.62,-0.01,179.24,11.72,0.09,60.21,6.86
1000,-0.06,15.23,1.67,-0.01,15.16,1.23,-0.02,34.50,3.03,-0.05,6.83,0.61,0.03,186.17,13.27,0.05,58.17,5.58
1001,0.03,16.72,1.77,0.02,15.71,1.34,-0.03,34.44,3.03,-0.07,6.65,0.67,0.03,186.09,13.24,-0.01,54.36,4.47
1002,0.02,16.45,1.68,-0.02,15.04,1.23,0.01,35.89,3.17,0.01,7.26,0.62,-0.01,179.60,11.74,-0.05,52.20,4.72
1003,-0.17,13.67,2.48,0.00,15.26,1.24,-0.04,34.07,3.07,-0.05,6.84,0.61,-0.02,178.45,11.69,-0.07,51.38,4.98
1004,-0.07,15.04,1.73,-0.07,14.26,1.39,-0.02,34.55,3.03,-0.04,6.87,0.60,0.00,180.96,11.86,-0.03,53.24,4.52
1005,0.06,17.12,1.93,0.05,16.13,1.52,-0.06,33.16,3.27,-0.03,6.96,0.59,0.04,189.35,14.76,-0.03,53.75,4.47
1006,-0.01,16.04,1.62,0.00,15.27,1.24,0.04,36.69,3.43,0.04,7.45,0.69,0.01,184.03,12.53,-0.01,54.79,4.49
1007,0.00,16.14,1.63,0.02,15.65,1.32,-0.06,33.32,3.22,-0.02,7.02,0.59,-0.01,179.37,11.73,0.04,57.64,5.33
1008,-0.05,15.42,1.64,0.00,15.29,1.24,-0.02,34.52,3.03,-0.03,6.93,0.59,0.00,182.04,12.06,0.00,55.10,4.54
1009,-0.09,14.76,1.83,-0.05,14.63,1.27,0.02,36.11,3.24,0.01,7.22,0.61,-0.04,174.02,12.23,0.06,58.29,5.64
1010,-0.01,16.00,1.61,0.02,15.63,1.32,-0.03,34.30,3.04,0.05,7.51,0.71,0.04,188.23,14.20,-0.03,53.29,4.51
1011,0.09,17.69,2.24,0.08,16.56,1.77,0.01,35.54,3.11,-0.01,7.09,0.59,0.03,186.24,13.30,0.05,57.69,5.35
1012,0.05,17.01,1.88,0.00,15.27,1.24,0.01,35.85,3.16,-0.01,7.10,0.59,0.05,190.76,15.56,-0.01,54.77,4.49
1013,0.01,16.32,1.66,0.05,16.07,1.49,-0.08,32.51,3.52,0.05,7.50,0.71,0.01,182.52,12.16,-0.02,53.97,4.46
1014,0.06,17.19,1.96,-0.05,14.61,1.28,0.01,35.76,3.15,0.02,7.28,0.62,0.00,182.20,12.09,0.01,55.91,4.69
1015,0.08,17.49,2.12,0.05,16.11,1.51,0.00,35.22,3.05,0.03,7.41,0.67,0.06,193.65,17.40,-0.01,54.33,4.47
1016,0.01,16.38,1.67,-0.07,14.34,1.36,0.03,36.33,3.31,0.03,7.41,0.67,-0.02,178.32,11.69,-0.05,52.37,4.67
1017,-0.01,15.93,1.61,-0.01,15.24,1.24,0.04,36.64,3.42,0.03,7.41,0.67,-0.04,174.83,12.03,-0.03,53.54,4.48
1018,0.13,18.36,2.71,0.05,16.16,1.54,-0.01,35.12,3.04,-0.07,6.68,0.65,0.01,184.23,12.59,-0.04,52.96,4.55
1019,-0.01,16.07,1.62,-0.02,15.04,1.23,0.01,35.63,3.12,0.00,7.18,0.60,-0.04,173.78,12.29,0.00,54.96,4.51
1020,-0.01,15.98,1.61,0.00,15.35,1.25,0.01,35.56,3.11,-0.01,7.09,0.59,-0.03,175.36,11.95,0.09,60.13,6.80
1021,-0.03,15.63,1.61,0.00,15.35,1.25,-0.07,33.05,3.31,-0.04,6.89,0.60,-0.01,178.96,11.71,-0.03,53.55,4.48
1022,0.10,17.78,2.30,0.00,15.40,1.26,-0.02,34.72,3.03,0.00,7.18,0.60,0.06,192.43,16.58,-0.01,54.64,4.48
1023,0.01,16.34,1.66,0.00,15.31,1.25,0.09,38.59,4.48,0.01,7.27,0.62,0.01,183.34,12.33,-0.03,53.70,4.47
1024,0.02,16.48,1.69,0.02,15.59,1.30,0.10,38.89,4.69,0.00,7.20,0.60,-0.01,179.83,11.75,-0.01,54.78,4.49
1025,-0.04,15.51,1.63,-0.09,13.96,1.53,0.01,35.73,3.14,-0.05,6.84,0.61,-0.02,177.65,11.69,0.01,55.53,4.61
1026,0.06,17.14,1.94,0.04,15.96,1.44,-0.02,34.83,3.03,-0.02,7.01,0.59,0.00,181.30,11.92,0.03,56.85,4.99
1027,0.09,17.76,2.28,0.01,15.49,1.28,0.02,36.16,3.25,0.04,7.46,0.69,0.02,185.38,12.99,0.04,57.56,5.29
1028,0.21,19.93,4.07,0.08,16.53,1.75,-0.03,34.33,3.03,-0.03,6.95,0.59,0.06,192.44,16.59,0.04,57.12,5.09
1029,-0.06,15.24,1.67,0.02,15.68,1.33,-0.04,33.91,3.09,0.00,7.13,0.60,-0.02,177.43,11.70,0.06,58.77,5.92
1030,0.07,17.26,2.00,0.04,15.93,1.42,-0.02,34.64,3.03,0.01,7.21,0.61,0.04,187.99,14.09,0.02,56.30,4.81
1031,-0.08,14.96,1.75,-0.03,14.92,1.23,-0.06,33.42,3.20,0.02,7.31,0.63,0.07,194.15,17.76,-0.09,50.60,5.32
1032,-0.04,15.60,1.61,-0.04,14.78,1.25,-0.01,34.88,3.03,-0.05,6.80,0.62,0.02,184.58,12.71,0.07,59.14,6.14
1033,-0.03,15.74,1.61,-0.04,14.74,1.25,-0.01,34.93,3.03,-0.03,6.98,0.59,0.01,183.65,12.41,0.01,55.57,4.62
1034,-0.14,14.03,2.23,-0.03,14.87,1.24,-0.08,32.58,3.49,0.02,7.29,0.63,-0.04,174.63,12.06,-0.03,53.63,4.47
1035,0.02,16.56,1.71,0.05,16.19,1.55,-0.09,32.36,3.59,0.00,7.15,0.60,0.05,190.53,15.42,-0.04,53.17,4.53
1036,0.07,17.31,2.02,0.02,15.67,1.33,0.05,37.31,3.72,-0.03,6.92,0.60,0.05,190.51,15.41,0.05,58.19,5.59
1037,0.07,17.37,2.05,0.04,15.98,1.45,-0.04,34.10,3.06,0.01,7.25,0.62,0.02,184.63,12.73,-0.06,52.10,4.75
1038,-0.12,14.35,2.03,-0.04,14.67,1.26,-0.02,34.54,3.03,-0.08,6.60,0.69,0.01,183.68,12.42,-0.06,51.78,4.84
1039,-0.03,15.61,1.61,-0.08,14.09,1.46,-0.02,34.54,3.03,-0.06,6.74,0.63,-0.01,180.09,11.76,-0.06,51.71,4.87
1040,0.11,18.08,2.51,0.01,15.43,1.27,0.05,37.05,3.60,-0.01,7.10,0.59,-0.01,180.25,11.77,0.04,57.10,5.08
1041,-0.02,15.80,1.61,-0.03,14.84,1.24,0.00,35.53,3.11,-0.10,6.49,0.74,0.01,183.46,12.35,0.00,55.02,4.52
1042,0.05,16.93,1.84,-0.04,14.73,1.26,-0.01,35.01,3.04,0.02,7.29,0.63,-0.03,176.34,11.82,-0.11,49.52,5.92
1043,-0.11,14.54,1.93,0.01,15.44,1.27,-0.06,33.42,3.19,-0.02,7.03,0.59,0.03,187.22,13.72,-0.03,53.68,4.47
1044,0.05,17.06,1.90,0.04,15.97,1.44,-0.01,35.10,3.04,-0.03,6.95,0.59,-0.03,176.15,11.85,0.05,58.14,5.57
1045,0.09,17.72,2.26,0.07,16.41,1.68,0.03,36.43,3.34,0.06,7.60,0.76,0.03,187.31,13.76,0.02,56.10,4.74
1046,-0.05,15.33,1.65,-0.01,15.25,1.24,-0.04,33.84,3.10,-0.03,6.92,0.60,0.03,186.22,13.29,0.03,56.75,4.96
1047,-0.10,14.55,1.92,-0.01,15.20,1.23,-0.05,33.58,3.15,-0.01,7.11,0.59,-0.01,179.97,11.76,0.07,58.90,6.00
1048,-0.05,15.35,1.65,-0.07,14.33,1.36,-0.10,31.96,3.80,-0.03,6.96,0.59,0.00,181.38,11.93,-0.12,48.82,6.38
1049,-0.02,15.77,1.61,0.00,15.39,1.26,0.02,35.96,3.19,-0.01,7.12,0.59,0.00,181.04,11.87,0.05,58.17,5.58
1050,0.13,18.47,2.80,-0.01,15.15,1.23,0.02,35.96,3.19,-0.02,7.01,0.59,0.01,182.56,12.16,0.02,56.21,4.78
1051,0.00,16.11,1.62,-0.03,14.86,1.24,-0.01,35.13,3.04,-0.03,6.95,0.59,-0.04,174.94,12.01,-0.03,53.41,4.50
1052,-0.09,14.80,1.81,0.01,15.51,1.28,-0.03,34.31,3.03,-0.02,7.02,0.59,0.04,188.25,14.22,0.09,60.54,7.08
1053,0.03,16.63,1.74,0.02,15.67,1.33,-0.04,34.03,3.07,-0.01,7.07,0.59,0.03,186.58,13.43,0.03,56.80,4.98
1054,-0.02,15.90,1.61,-0.04,14.68,1.26,0.03,36.49,3.37,0.04,7.43,0.68,-0.03,175.67,11.90,-0.01,54.69,4.48
1055,-0.05,15.36,1.65,0.01,15.55,1.29,-0.01,34.99,3.04,0.01,7.24,0.61,-0.06,171.55,12.97,0.02,56.25,4.79
1056,-0.02,15.86,1.61,0.04,16.02,1.47,-0.05,33.54,3.16,0.06,7.58,0.75,0.02,186.05,13.23,0.06,58.29,5.64
1057,-0.13,14.18,2.13,0.00,15.29,1.24,-0.04,33.93,3.09,0.03,7.39,0.66,0.00,182.19,12.09,-0.02,54.16,4.47
1058,-0.02,15.91,1.61,0.04,15.99,1.45,-0.02,34.70,3.03,-0.01,7.07,0.59,0.06,192.26,16.48,0.07,58.86,5.97
1059,-0.02,15.87,1.61,0.01,15.54,1.29,-0.03,34.22,3.05,-0.05,6.83,0.61,0.01,182.49,12.15,-0.03,53.32,4.51
1060,-0.07,15.06,1.72,0.03,15.76,1.36,0.00,35.25,3.06,0.01,7.24,0.61,-0.01,179.84,11.75,-0.10,49.97,5.66
1061,-0.05,15.41,1.64,-0.01,15.19,1.23,-0.02,34.66,3.03,0.05,7.51,0.71,-0.02,178.74,11.70,-0.08,50.83,5.22
1062,0.11,17.98,2.44,0.03,15.86,1.39,-0.03,34.27,3.04,0.01,7.24,0.61,-0.03,175.82,11.88,0.14,63.16,9.20
1063,0.01,16.28,1.65,-0.01,15.15,1.23,0.05,37.16,3.65,-0.04,6.90,0.60,0.04,188.42,14.30,-0.04,52.76,4.59
1064,-0.01,16.07,1.62,-0.05,14.56,1.29,0.02,36.03,3.21,0.03,7.41,0.67,-0.01,179.55,11.74,-0.02,53.87,4.46
1065,0.16,18.96,3.20,0.05,16.16,1.54,0.05,37.03,3.59,0.05,7.51,0.71,0.01,183.71,12.43,0.03,57.02,5.05
1066,0.11,17.99,2.44,0.00,15.38,1.26,0.02,35.93,3.19,0.06,7.63,0.78,-0.01,180.58,11.80,0.11,61.30,7.67
1067,0.04,16.89,1.83,0.01,15.53,1.29,-0.01,34.87,3.03,0.01,7.20,0.60,0.04,188.69,14.43,0.01,55.62,4.63
1068,0.01,16.27,1.65,-0.03,14.85,1.24,0.00,35.41,3.08,0.01,7.20,0.61,-0.02,178.49,11.69,0.02,56.27,4.80
1069,-0.06,15.29,1.66,0.04,15.95,1.43,-0.03,34.41,3.03,0.02,7.30,0.63,-0.01,179.26,11.72,0.06,58.30,5.65
1070,0.04,16.77,1.78,0.01,15.47,1.28,-0.04,34.02,3.07,-0.02,7.03,0.59,-0.03,175.33,11.95,-0.06,52.15,4.74
1071,0.12,18.26,2.64,0.07,16.40,1.67,0.00,35.20,3.05,0.03,7.40,0.66,0.07,194.69,18.14,0.01,55.81,4.67
1072,0.00,16.19,1.64,-0.01,15.25,1.24,0.03,36.33,3.31,0.02,7.29,0.63,-0.01,179.06,11.71,0.00,55.36,4.58
1073,0.10,17.79,2.31,0.12,17.25,2.28,-0.02,34.79,3.03,-0.02,7.04,0.59,0.01,183.70,12.42,0.00,54.86,4.50
1074,-0.03,15.62,1.61,0.01,15.46,1.27,-0.03,34.27,3.04,-0.05,6.84,0.61,0.01,183.22,12.30,0.01,55.84,4.67
1075,-0.12,14.31,2.06,-0.01,15.14,1.23,0.00,35.28,3.06,-0.01,7.06,0.59,0.06,192.47,16.61,-0.11,49.28,6.07
1076,0.03,16.70,1.76,0.08,16.61,1.81,0.03,36.26,3.29,-0.01,7.11,0.59,0.06,192.03,16.34,-0.11,49.46,5.95
1077,0.00,16.19,1.64,0.00,15.27,1.24,0.03,36.54,3.38,-0.01,7.08,0.59,0.01,183.12,12.28,-0.03,53.38,4.50
1078,-0.07,14.99,1.74,-0.06,14.38,1.34,-0.01,34.89,3.03,-0.02,7.04,0.59,-0.06,171.42,13.03,0.05,58.22,5.61
1079,0.03,16.63,1.74,0.02,15.66,1.33,0.00,35.20,3.05,-0.01,7.07,0.59,-0.04,173.91,12.26,0.04,57.43,5.23
1080,0.04,16.89,1.83,0.03,15.85,1.39,0.03,36.38,3.33,0.04,7.44,0.68,-0.02,178.30,11.69,0.09,60.30,6.92
1081,0.05,16.96,1.86,-0.05,14.56,1.29,0.07,38.11,4.17,-0.03,6.92,0.60,0.04,189.52,14.84,-0.04,53.00,4.55
